,name,longitude,latitude
0,SHAKOTAN,146.833333,43.866667
1,MOMBETSU KO,143.35,44.35
2,CHARLOTTETOWN,-63.133333,46.233333
3,ABASHIRI KO,144.283333,44.016667
4,NEMURO KO,145.583333,43.333333
5,HANASAKI KO,145.583333,43.283333
6,KUSHIRO KO,144.366667,42.983333
7,TOMAKOMAI KO,141.633333,42.633333
8,MURORAN KO,140.966667,42.35
9,MORI,140.583333,42.116667
10,GOPALPUR,84.916667,19.25
11,EL GHARDAQA,33.85,27.216667
12,RAS SHUKHIER,33.283333,28.133333
13,RAS GHARIB,33.1,28.35
14,AS SUWAYS,32.55,29.966667
15,EL-ADABIYA,32.466667,29.866667
16,EL ISMAILIYA,32.283333,30.583333
17,RAS ABU ZANIMAH,33.116667,29.033333
18,WADI FEIRAN,33.2,28.75
19,ELAT,34.95,29.55
20,AL AQABAH,35.0,29.516667
21,YANBU,38.05,24.083333
22,JIDDAH,39.183333,21.483333
23,JIZAN,42.483333,16.9
24,SIMONSTOWN,18.433333,-34.183333
25,MOSSEL BAY,22.15,-34.183333
26,PORT ELIZABETH,25.616667,-33.966667
27,BELFAST,-5.9,54.616667
28,LARNE,-5.8,54.85
29,COLERAINE,-6.666667,55.133333
30,LONDONDERRY,-7.316667,55.0
31,ORNSAY,-5.8,57.15
32,BUCKIE HARBOR,-2.966667,57.683333
33,LOSSIEMOUTH,-3.283333,57.716667
34,BURGHEAD,-3.5,57.7
35,INVERNESS,-4.233333,57.483333
36,CROMARTY,-4.033333,57.683333
37,INVERGORDON,-4.166667,57.683333
38,PORTMAHOMACK HARBOR,-3.833333,57.833333
39,HELMSDALE HARBOR,-3.65,58.116667
40,WICK,-3.083333,58.433333
41,PIEROWALL,-2.983333,59.3
42,KETTLETOFT,-2.6,59.233333
43,WHITEHALL,-2.6,59.133333
44,KIRKWALL,-2.966667,58.983333
45,STROMNESS,-3.3,58.966667
46,SOUTH NESS,-3.2,58.8
47,ST MARGARETS HOPE,-2.95,58.833333
48,LYNESS,-3.2,58.833333
49,SCAPA BAY,-2.983333,58.95
50,CHICAGO,-87.6,41.883333
51,WILMETTE,-87.683333,42.083333
52,GREAT LAKES,-87.833333,42.3
53,WAUKEGAN,-87.816667,42.366667
54,KENOSHA,-87.816667,42.583333
55,RACINE,-87.783333,42.733333
56,MILWAUKEE,-87.883333,43.033333
57,PORT WASHINGTON,-87.866667,43.383333
58,SHEBOYGAN,-87.7,43.75
59,MANITOWOC,-87.65,44.1
60,PORT HOPE,-82.7,43.95
61,BAY CITY,-83.866667,43.6
62,SARNIA,-82.416667,42.983333
63,POINT EDWARD,-82.416667,43.0
64,GODERICH,-81.733333,43.75
65,PORT ELGIN,-81.4,44.433333
66,SOUTHAMPTON,-81.383333,44.5
67,TOBERMORY,-81.666667,45.266667
68,LIONS HEAD,-81.25,44.983333
69,WIARTON,-81.133333,44.75
70,OWEN SOUND,-80.933333,44.583333
71,MEAFORD,-80.6,44.616667
72,THORNBURY,-80.45,44.566667
73,COLLINGWOOD,-80.233333,44.5
74,PENETANGUISHENE,-79.933333,44.766667
75,MIDLAND,-79.916667,44.75
76,TIFFIN,-79.85,44.75
77,PORT MCNICOLL,-79.8,44.75
78,VICTORIA HARBOUR,-79.816667,44.75
79,WAUBAUSHENE,-79.716667,44.766667
80,PORT SEVERN,-79.716667,44.8
81,DEPOT HARBOUR,-80.1,45.316667
82,PARRY SOUND,-80.033333,45.333333
83,BYNG INLET,-80.566667,45.766667
84,KEY HARBOUR,-80.75,45.883333
85,KILLARNEY,-81.516667,45.966667
86,MAMONAL,-75.516667,10.316667
87,IMBITUBA,-48.666667,-28.233333
88,GUAIBA ISLAND TERMINAL,-44.033333,-23.016667
89,DTSE / GEGUA OIL TERMINAL,-43.15,-22.816667
90,GEBIG,-44.216667,-23.05
91,DE KASTRI,140.783333,51.466667
92,NIKOLAYEVSK NA AMUR,140.733333,53.133333
93,OKHA,143.0,53.55
94,PORONAYSK,143.133333,49.216667
95,KORSAKOV,142.766667,46.616667
96,NEVELSK,141.866667,46.666667
97,KHOLMSK,142.05,47.05
98,UGLEGORSK,142.033333,49.083333
99,LESOGORSK,142.133333,49.45
100,MASAN,128.566667,35.183333
101,PUSAN,129.033333,35.1
102,ULSAN,129.4,35.45
103,WENZHOU,120.65,28.016667
104,ZHEN HAI,121.7,29.95
105,ZHOUSHAN,122.1,30.0
106,JIANGYIN,120.233333,31.916667
107,GAOGANG,119.85,32.283333
108,YANGZHOU,119.433333,32.266667
109,ZHENJIANG,119.433333,32.216667
110,NANJING,118.75,32.083333
111,WU HU,118.366667,31.333333
112,ANKINGCHENG,117.033333,30.516667
113,HANKOW,114.283333,30.583333
114,WANXIAN,108.433333,30.816667
115,CHUNG CHING,106.633333,29.566667
116,LIANYUNGANG,119.45,34.733333
117,QINGDAO GANG,120.266667,36.033333
118,DOUALA,9.683333,4.05
119,KOLE OIL TERMINAL,8.55,4.25
120,BATA,9.766667,1.866667
121,LIBREVILLE,9.45,0.383333
122,PORT OWENDO,9.5,0.283333
123,PORT GENTIL,8.8,-0.7
124,CAP LOPEZ,8.716667,-0.633333
125,SAILOLOF,130.75,-1.25
126,BAUBAU,122.616667,-5.466667
127,RAHA ROADSTEAD,122.733333,-4.85
128,POMALAA,121.6,-4.166667
129,UJUNG PANDANG,119.4,-5.133333
130,DONGGALA,119.733333,-0.65
131,TAHUNA,125.483333,3.616667
132,TERNATE,127.383333,0.783333
133,LABUHA,127.466667,-0.633333
134,BULA,130.5,-3.1
135,SALAWATI,130.983333,-1.35
136,AMBON,128.166667,-3.683333
137,NAMLEA,127.083333,-3.283333
138,SAUMLAKI,131.3,-7.983333
139,SERUI,136.25,-1.9
140,MANOKWARI ROAD,134.083333,-0.866667
141,MANGKASA OIL TERMINAL,121.066667,-2.733333
142,KENDARI,122.583333,-3.966667
143,KASIM TERMINAL,131.016667,-1.3
144,BINTULU PORT,113.066667,3.266667
145,MIRI,113.966667,4.383333
146,LUTONG,114.0,4.466667
147,MUARA HARBOR,115.066667,5.033333
148,BANDAR SERI BEGAWAN,114.883333,4.883333
149,SERIA OIL LOADING TERMINAL,114.316667,4.616667
150,PORTOVECCHIO DI PIOMBINO,10.55,42.933333
151,PORTO SANTO STEFANO,11.116667,42.433333
152,CIVITAVECCHIA,11.783333,42.1
153,FIUMICINO,12.233333,41.766667
154,ANZIO,12.633333,41.45
155,GAETA,13.583333,41.2
156,POZZUOLI,14.116667,40.816667
157,BAGNOLI,14.166667,40.816667
158,NAPOLI,14.266667,40.85
159,CARLOFORTE,8.316667,39.15
160,PORTO VESME,8.4,39.2
161,PUERTO BOLIVAR,-71.966667,12.25
162,SCALLOWAY,-1.283333,60.133333
163,LERWICK,-1.15,60.15
164,SULLOM VOE,-1.3,60.466667
165,TVOROYRI,-6.8,61.55
166,TORSHAVN,-6.75,62.0
167,KONGSHAVN,-6.733333,62.116667
168,VESTMANNA,-7.166667,62.15
169,SORVAGUR,-7.25,62.083333
170,FUGLAFJORDUR,-6.8,62.25
171,KLAKSVIK,-6.583333,62.233333
172,SCRABSTER HARBOR,-3.55,58.616667
173,ULLAPOOL,-5.15,57.9
174,AULTBEA,-5.583333,57.833333
175,GAIRLOCH,-5.683333,57.716667
176,PLOCKTON,-5.65,57.333333
177,KYLE OF LOCHALSH,-5.716667,57.283333
178,KYLEAKIN,-5.733333,57.266667
179,BROADFORD BAY,-5.883333,57.25
180,PORTREE HARBOR,-6.2,57.416667
181,PUERTO MIRANDA,-71.566667,10.766667
182,LA SALINA,-71.466667,10.366667
183,HIROSHIMA,132.466667,34.35
184,PORTOCEL,-40.05,-19.85
185,SANTA CLARA,-51.366667,-20.883333
186,EL TABIAZO,-71.533333,10.766667
187,VENTERMINALS,-68.033333,10.483333
188,JOSE IGNACIO,-54.7,-34.95
189,COCKBURN HARBOR,-71.533333,21.5
190,RISAN,18.7,42.516667
191,KOTOR,18.766667,42.416667
192,TIVAT,18.7,42.433333
193,BAR,19.083333,42.083333
194,PORT ALUCROIX,-64.766667,17.7
195,CIUDAD BOLIVAR,-63.55,8.133333
196,DJENO TERMINAL,11.9,-4.933333
197,N'KOSSA TERMINAL,11.566667,-5.266667
198,MATADI,13.45,-5.816667
199,TIN CAN ISLAND,3.35,6.35
200,SAPELE,5.683333,5.9
201,WARRI,5.733333,5.516667
202,YOHO TERMINAL,7.466667,4.016667
203,SEA EAGLE TERMINAL,5.316667,4.8
204,QUA IBOE OIL TERMINAL,8.033333,4.233333
205,PENNINGTON OIL TERMINAL,5.616667,4.25
206,BONNY OFFSHORE TERMINAL,7.233333,4.183333
207,LOMONOSOV,29.766667,59.916667
208,KRONSHTADT,29.783333,59.983333
209,REKA LUGA,28.316667,59.666667
210,KUNDA,26.533333,59.533333
211,TALLINN,24.766667,59.45
212,PALDISKI,24.033333,59.35
213,OSMUSSAAR,23.366667,59.3
214,PARNU,24.5,58.383333
215,RIGA,24.1,56.95
216,VENTSPILS,21.533333,57.4
217,OGUENDJO TERMINAL,8.916667,-1.466667
218,GAMBA OIL TERMINAL,10.0,-2.833333
219,POINTE NOIRE,11.833333,-4.783333
220,MALONGO OIL TERMINAL,12.083333,-5.433333
221,CABINDA,12.2,-5.533333
222,BANANA,12.383333,-5.983333
223,BOMA,13.05,-5.85
224,PALANCA TERMINAL,12.4,-6.95
225,PORTO DO AMBRIZ,13.1,-7.833333
226,LUANDA,13.25,-8.8
227,LOBITO,13.566667,-12.333333
228,NAMIBE,12.15,-15.2
229,GEORGETOWN,-14.416667,-7.933333
230,BONNY,7.166667,4.45
231,BANJUL,-16.566667,13.45
232,RIO CACHEU,-16.233333,12.283333
233,BISSAU,-15.633333,11.866667
234,VICTORIA,-14.566667,10.816667
235,KAMSAR,-14.616667,10.633333
236,CONAKRY,-13.716667,9.516667
237,BENTI,-13.2,9.166667
238,WEIHAI,122.1,37.5
239,YANTAI,121.45,37.55
240,LONGKOU GANG,120.283333,37.633333
241,DAGU TANGGU,117.666667,38.966667
242,TIANJIN XIN GANG,117.833333,38.966667
243,HULUDAO GANG,120.983333,40.7
244,YINGKOU,122.233333,40.683333
245,LUSHUN,121.25,38.783333
246,DALIAN,121.666667,38.916667
247,PUERTO DE ALCUDIA,3.133333,39.833333
248,MAHON,4.266667,39.883333
249,ROSAS,3.183333,42.266667
250,PORT-VENDRES,3.116667,42.516667
251,PORT-LA-NOUVELLE,3.066667,43.016667
252,SETE,3.7,43.4
253,PORT SAINT LOUIS DU RHONE,4.816667,43.383333
254,FOS,4.883333,43.416667
255,PORT-DE-BOUC,4.983333,43.4
256,MARSEILLE,5.366667,43.316667
257,SAINT-TROPEZ,6.633333,43.266667
258,SAINT-RAPHAEL,6.766667,43.416667
259,CANNES,7.016667,43.55
260,ANTIBES,7.133333,43.583333
261,NICE,7.283333,43.7
262,VILLEFRANCHE,7.316667,43.7
263,MONACO,7.416667,43.733333
264,BASTIA,9.45,42.7
265,BONIFACIO,9.166667,41.383333
266,PORT DE PROPRIANO,8.9,41.683333
267,PORT D' AJACCIO,8.75,41.916667
268,CALVI,8.75,42.566667
269,L'ILE ROUSSE,8.933333,42.633333
270,LA MADDALENA,9.416667,41.2
271,OLBIA,9.5,40.916667
272,ARBATAX,9.7,39.933333
273,CAGLIARI,9.116667,39.216667
274,SARROCH OIL TERMINAL,9.033333,39.083333
275,VICTORIA,115.233333,5.283333
276,KOTA KINABALU,116.066667,5.983333
277,KUDAT,116.85,6.883333
278,PELABUHAN SANDAKAN,118.116667,5.833333
279,LAHAD DATU,118.316667,5.016667
280,TANJUNG ARANG  (BUNYU),117.833333,3.466667
281,LINGKAS,117.6,3.283333
282,TANJUNGREDEB,117.483333,2.15
283,BENOA,117.966667,0.983333
284,BONTANG LNG TERMINAL,117.483333,0.1
285,TANJUNG SANTAN,117.533333,-0.1
286,POZOS COLORADOS,-74.25,11.15
287,BARRANQUILLA,-74.766667,10.966667
288,BAHIA DE LAS MINAS,-79.816667,9.4
289,PUERTO CRISTOBAL,-79.916667,9.35
290,PUERTO MOIN,-83.083333,10.0
291,BLUEFIELDS,-83.75,12.016667
292,TANGIER-MEDITERRANEAN,-5.516667,35.9
293,PUERTO ESTE,-86.9,16.083333
294,NEUM,17.6,42.916667
295,BELIZE CITY,-88.183333,17.5
296,CAMPECHE,-90.55,19.85
297,FRONTERA,-92.65,18.533333
298,NANCHITAL,-94.416667,18.066667
299,MAGDALLA,72.75,21.15
300,HAZIRA,72.633333,21.083333
301,BEPPU,131.516667,33.316667
302,KOKURA KO,130.883333,33.883333
303,SHIMONOSEKI,130.933333,33.933333
304,RATNAGIRI,73.283333,16.983333
305,TRIVANDRUM,76.95,8.483333
306,SHIMMINATO,137.116667,36.766667
307,GUAYAQUIL,-79.883333,-2.2
308,MONTOIR,-2.133333,47.3
309,POINT SAN PABLO,-122.433333,37.966667
310,SAUSALITO,-122.483333,37.85
311,PINOLE POINT,-122.366667,38.016667
312,OLEUM,-122.266667,38.05
313,MARE ISLAND,-122.266667,38.1
314,SOUTH VALLEJO,-122.25,38.083333
315,CROCKETT,-122.216667,38.05
316,PORT COSTA,-122.183333,38.05
317,LIEPAJA,21.016667,56.516667
318,KLAIPEDA,21.116667,55.716667
319,BALTIYSK,19.9,54.633333
320,KALININGRAD,20.483333,54.7
321,GDANSK,18.666667,54.35
322,PORT POLNOCHNY,18.716667,54.4
323,NOWY PORT,18.666667,54.416667
324,GDYNIA,18.55,54.533333
325,USTKA,16.85,54.583333
326,DARLOWO,16.416667,54.433333
327,KOLOBRZEG,15.55,54.216667
328,SWINOUJSCIE,14.266667,53.916667
329,SZCZECIN,14.55,53.416667
330,WOLGAST,13.783333,54.05
331,SASSNITZ,13.65,54.516667
332,EKENAS,23.433333,59.983333
333,JUSSARO,23.566667,59.833333
334,PORKKALA,24.383333,60.083333
335,KARLSBORG,23.283333,65.8
336,SANDVIK,23.766667,65.733333
337,TORNIO,24.166667,65.766667
338,KEMI,24.566667,65.733333
339,OULU,25.4,65.016667
340,RAAHE,24.416667,64.683333
341,HIMANKA,23.65,64.0
342,KOKKOLA,23.016667,63.85
343,JAKOBSTAD,22.666667,63.683333
344,NYKARLEBY,22.533333,63.516667
345,KANTLAX,22.283333,63.416667
346,HELLNAS,22.233333,63.283333
347,VAASA,21.583333,63.1
348,KASKINEN,21.233333,62.383333
349,KRISTINESTAD,21.4,62.283333
350,MANTYLUOTO,21.483333,61.6
351,TAHKOLUOTO,21.4,61.633333
352,PUERTO NATALES,-72.566667,-51.716667
353,PUERTO CHACABUCO,-72.833333,-45.466667
354,PUERTO CASTRO,-73.766667,-42.483333
355,PUERTO QUEMCHI,-73.483333,-42.15
356,PUERTO MONTT,-72.966667,-41.483333
357,PUERTO DE CORRAL,-73.433333,-39.866667
358,BAHIA DE VALDIVIA,-73.25,-39.8
359,LOTA,-73.15,-37.1
360,NAMPO,125.4,38.716667
361,KYOMIP'O,125.616667,38.733333
362,HAEJU HANG,125.7,38.0
363,INCHON,126.616667,37.466667
364,KUNSAN,126.616667,35.983333
365,MOKPO,126.383333,34.783333
366,CHEJU HANG,126.533333,33.516667
367,YOSU,127.75,34.733333
368,SURIGAO CITY,125.5,9.783333
369,NASIPIT PORT,125.333333,8.983333
370,HINATUAN,126.333333,8.366667
371,MANGAGOY,126.316667,8.233333
372,MATI,126.216667,6.95
373,DAVAO,125.616667,7.066667
374,GENERAL SANTOS,125.183333,6.116667
375,POLLOC (COTABATO),124.216667,7.35
376,PAGADIAN,123.433333,7.833333
377,MARGOSATUBIG,123.166667,7.583333
378,SANTA CLARA,122.683333,7.783333
379,ZAMBOANGA,122.066667,6.9
380,JIMENEZ,123.866667,8.333333
381,PORT OZAMIS,123.85,8.133333
382,ILIGAN,124.233333,8.233333
383,CAGAYAN DE ORO,124.666667,8.5
384,BUGO,124.75,8.516667
385,VILLANUEVA,124.766667,8.583333
386,BUTUAN CITY,125.533333,8.95
387,BASILIAN CITY (ISABELA),121.966667,6.716667
388,PORT HOLLAND,121.866667,6.55
389,JOLO,121.0,6.05
390,SIASI,120.816667,5.55
391,FREETOWN,-13.233333,8.5
392,PEPEL,-13.05,8.583333
393,BONTHE,-12.5,7.533333
394,PORTO GRANDE,-25.0,16.883333
395,PORTO DA PRAIA,-23.516667,14.916667
396,MONROVIA,-10.816667,6.316667
397,BUCHANAN,-10.066667,5.866667
398,GREENVILLE,-9.05,4.983333
399,CAPE PALMAS,-7.716667,4.366667
400,SAN PEDRO,-6.616667,4.733333
401,SAMARINDA,117.116667,-0.516667
402,SENIPAH OIL TERMINAL,117.166667,-0.95
403,BALIKPAPAN,116.816667,-1.25
404,LAWI LAWI OIL TERMINAL,116.766667,-1.45
405,GUNUNG BATU BESAR,116.3,-2.616667
406,KOTA BARU,116.216667,-3.233333
407,BANJARMASIN,114.583333,-3.333333
408,KUMAI,111.716667,-2.75
409,PONTIANAK,109.333333,-0.016667
410,MANADO,124.833333,1.5
411,GORONTALO,123.05,0.5
412,POSO,120.75,-1.366667
413,KOLONODALE,121.333333,-1.983333
414,KUCHING,110.35,1.566667
415,SIBU,111.816667,2.283333
416,SARIKEI,111.533333,2.133333
417,SUNGAIPAKNING,102.166667,1.35
418,FLYING FISH COVE,105.7,-10.416667
419,BANTEN,105.966667,-6.016667
420,ANYER LOR,105.916667,-6.05
421,TANJUNG SEKONG,106.0,-5.916667
422,JAKARTA,106.883333,-6.1
423,CIREBON,108.566667,-6.716667
424,PALMA DE MALLORCA,2.633333,39.566667
425,PORTO PONTE ROMANO,8.466667,39.05
426,SANTA CRUZ DE LA PALMA,-17.75,28.683333
427,SANTA CRUZ DE TENERIFE,-16.233333,28.466667
428,LAS PALMAS,-15.416667,28.15
429,PUERTO DEL ROSARIO,-13.85,28.5
430,ARRECIFE,-13.533333,28.95
431,HUELVA,-6.95,37.25
432,SEVILLA,-6.0,37.366667
433,ROTA,-6.333333,36.616667
434,CADIZ,-6.3,36.533333
435,BENICIA,-122.15,38.05
436,MARTINEZ,-122.133333,38.033333
437,PITTSBURG,-121.883333,38.033333
438,ANTIOCH,-121.8,38.016667
439,STOCKTON,-121.3,37.95
440,RIO VISTA,-121.7,38.15
441,ISLETON,-121.6,38.166667
442,WALNUT GROVE,-121.516667,38.233333
443,COURTLAND,-121.566667,38.333333
444,SACRAMENTO,-121.5,38.583333
445,BODEGA BAY,-123.05,38.333333
446,FORT BRAGG,-123.816667,39.45
447,FIELDS LANDING,-124.216667,40.716667
448,EUREKA,-124.183333,40.8
449,SAMOA,-124.183333,40.816667
450,CRESCENT CITY,-124.2,41.75
451,PORT ORFORD,-124.5,42.733333
452,BANDON,-124.416667,43.116667
453,PROSPER,-124.366667,43.15
454,EMPIRE,-124.283333,43.4
455,NORTH BEND,-124.216667,43.4
456,COOS BAY,-124.216667,43.366667
457,WINCHESTER BAY,-124.183333,43.683333
458,GARDINER,-124.1,43.716667
459,REEDSPORT,-124.1,43.7
460,FLORENCE,-124.116667,43.966667
461,GLENADA,-124.116667,43.966667
462,CUSHMAN,-124.066667,43.983333
463,WALDPORT,-124.066667,44.433333
464,NEWPORT,-124.05,44.633333
465,TOLEDO,-123.933333,44.616667
466,DEPOE BAY,-124.066667,44.8
467,ILWACO,-124.05,46.3
468,PRINCETOWN,-122.483333,37.5
469,PUERTO VALLARTA,-105.266667,20.616667
470,MAZATLAN,-106.416667,23.2
471,TOPOLOBAMPO,-109.066667,25.6
472,GUAYMAS,-110.916667,27.916667
473,SANTA ROSALIA,-112.283333,27.333333
474,MONHEGAN,-69.316667,43.766667
475,PORT CLYDE,-69.25,43.916667
476,THOMASTON,-69.183333,44.066667
477,FRIENDSHIP,-69.333333,43.966667
478,NEW HARBOR,-69.483333,43.866667
479,PEMAQUID BEACH,-69.533333,43.866667
480,SOUTH BRISTOL,-69.55,43.866667
481,BOOTHBAY HARBOR,-69.583333,43.866667
482,MAR DEL PLATA,-57.533333,-38.033333
483,ITAJAI,-48.633333,-26.916667
484,LAGUNA,-48.783333,-28.5
485,TRAMANDAI,-50.133333,-29.983333
486,RIO GRANDE,-52.083333,-32.05
487,PELOTAS,-52.333333,-31.783333
488,PORTO ALEGRE,-51.233333,-30.033333
489,LA PALOMA,-54.15,-34.65
490,PUERTO SAUCE,-57.45,-34.433333
491,FRAY BENTOS,-58.316667,-33.116667
492,PAYSANDU,-58.066667,-32.316667
493,PARANA,-60.533333,-31.716667
494,DIAMANTE,-60.65,-32.066667
495,PUERTO SAN MARTIN,-60.733333,-32.716667
496,VILLA CONSTITUCION,-60.333333,-33.233333
497,SAN NICOLAS,-60.233333,-33.333333
498,RAMALLO,-60.016667,-33.483333
499,ZARATE,-59.033333,-34.083333
500,CAMPANA,-58.966667,-34.15
501,CONCORDIA,-58.033333,-31.4
502,MANITOWANING,-81.8,45.75
503,SHEGUIANDAH,-81.916667,45.9
504,LITTLE CURRENT,-81.933333,45.983333
505,HONORA,-82.166667,45.866667
506,KAGAWONG,-82.25,45.916667
507,GORE BAY,-82.466667,45.916667
508,MELDRUM BAY,-83.116667,45.933333
509,BLIND RIVER,-82.95,46.183333
510,COCKBURN,-83.316667,45.95
511,THESSALON,-83.566667,46.25
512,PORT BOUET,-3.966667,5.233333
513,ABIDJAN,-4.016667,5.25
514,TAKORADI,-1.733333,4.883333
515,SEKONDI,-1.7,4.95
516,SALTPOND,-1.05,5.2
517,TEMA,0.016667,5.616667
518,LOME,1.283333,6.133333
519,KPEME,1.516667,6.2
520,COTONOU,2.433333,6.35
521,LAGOS,3.4,6.4
522,ESCRAVOS OIL TERMINAL,5.0,5.5
523,KOKO,5.466667,6.0
524,FORCADOS,5.433333,5.366667
525,BURUTU,5.5,5.35
526,BRASS OIL TERMINAL,6.283333,4.066667
527,RUFISQUE,-17.283333,14.7
528,KARABANE,-16.666667,12.566667
529,LA GOULETTE,10.3,36.8
530,TUNIS,10.25,36.8
531,TAZERKA OIL TERMINAL,11.683333,36.6
532,BANZART,9.883333,37.283333
533,FUZHOU,119.3,26.083333
534,ORMOC,124.6,11.0
535,PALOMPON,124.383333,11.05
536,TAGBILARAN,123.85,9.65
537,TUBIGAN,123.966667,9.95
538,CEBU,123.9,10.3
539,TOLEDO,123.633333,10.366667
540,SAN CARLOS,123.416667,10.483333
541,BAIS,123.116667,9.6
542,DUMAGUETE,123.3,9.316667
543,LAZI,123.633333,9.133333
544,PULUPANDAN,122.8,10.516667
545,ALGECIRAS,-5.433333,36.133333
546,EUROPA POINT,-5.35,36.133333
547,MALAGA,-4.416667,36.716667
548,MOTRIL,-3.516667,36.75
549,ADRA,-3.033333,36.733333
550,ALMERIA,-2.466667,36.833333
551,PUERTO DE CARBONERAS,-1.883333,37.0
552,AGUILAS,-1.566667,37.4
553,HORNILLO,-1.55,37.4
554,CARTAGENA,-0.983333,37.583333
555,TORREVIEJA,-0.683333,37.966667
556,ALICANTE,-0.483333,38.333333
557,PUERTO DE GANDIA,-0.15,39.0
558,VALENCIA,-0.316667,39.45
559,SAGUNTO,-0.216667,39.65
560,BURRIANA,-0.05,39.883333
561,EL GRAO,0.016667,39.966667
562,TARRAGONA,1.233333,41.1
563,BARCELONA,2.166667,41.35
564,SAN FELIU DE GUIXOLS,3.033333,41.783333
565,PALAMOS,3.116667,41.833333
566,FUNCHAL,-16.916667,32.633333
567,PUERTO DE PASAJES,-1.933333,43.333333
568,BERMEO,-2.716667,43.416667
569,PUERTO DE BILBAO,-3.05,43.35
570,SANTANDER,-3.783333,43.466667
571,GIJON,-5.666667,43.55
572,PORTO DE SUAPE,-34.966667,-8.4
573,TEGAL,109.133333,-6.85
574,PEKALONGAN,109.7,-6.85
575,SEMARANG,110.416667,-6.95
576,REMBANG,111.35,-6.7
577,TUBAN,112.15,-6.733333
578,SURABAYA,112.733333,-7.2
579,PANARUKAN,113.933333,-7.7
580,ROBINHOOD,-69.733333,43.85
581,BATH,-69.816667,43.916667
582,GARDINER,-69.766667,44.233333
583,AUGUSTA,-69.766667,44.316667
584,CUNDY HARBOR,-69.9,43.783333
585,SOUTH HARPSWELL,-70.016667,43.733333
586,PORTLAND,-70.25,43.666667
587,SACO,-70.45,43.5
588,KENNEBUNKPORT,-70.466667,43.366667
589,PORTSMOUTH,-70.75,43.083333
590,COREA,-67.966667,44.4
591,GOLDSBORO,-61.65,45.183333
592,STORMONT,-61.716667,45.216667
593,SONORA,-61.916667,45.066667
594,MUSQUODOBOIT HARBOUR,-63.15,44.783333
595,HALIFAX,-63.583333,44.65
596,DIGBY,-65.766667,44.616667
597,WINDSOR,-64.15,45.0
598,ST JOHN,-66.05,45.266667
599,PORT BAYSIDE NB,-67.133333,45.15
600,EASTPORT,-66.983333,44.9
601,LUBEC,-66.983333,44.866667
602,MACHIASPORT,-67.4,44.7
603,MACHIAS,-67.466667,44.716667
604,JONESPORT,-67.616667,44.533333
605,WYMAN,-67.866667,44.516667
606,MILBRIDGE,-67.883333,44.533333
607,PORT WING,-91.383333,46.783333
608,KERTEMINDE,10.666667,55.45
609,CEUTA,-5.316667,35.9
610,INKOO,23.916667,60.016667
611,TOLKKINEN,25.583333,60.033333
612,RAHJA,23.733333,64.2
613,PORT D AL HOCEIMA,-3.916667,35.25
614,RABIGH,38.983333,22.733333
615,BRUCE MINES,-83.783333,46.283333
616,HILTON,-83.883333,46.25
617,DESBARATS,-83.916667,46.333333
618,RICHARDS LANDING,-84.033333,46.3
619,SAULT STE MARIE,-84.35,46.516667
620,ALGONAC,-82.516667,42.616667
621,MARINE CITY,-82.5,42.716667
622,ST CLAIR,-82.483333,42.816667
623,PORT HURON,-82.433333,43.0
624,HARBOR BEACH,-82.65,43.85
625,COURTRIGHT,-82.466667,42.816667
626,SODUS BAY,-76.983333,43.266667
627,ROCHESTER,-77.6,43.266667
628,YOUNGSTOWN,-79.05,43.25
629,PORT COLBORNE,-79.25,42.883333
630,PORT MAITLAND,-79.583333,42.85
631,PORT DOVER,-80.2,42.783333
632,PORT STANLEY,-81.2,42.666667
633,RONDEAU,-81.9,42.266667
634,PELEE I NORTH WHARF,-82.666667,41.816667
635,PELEE I WEST DOCK,-82.683333,41.766667
636,LEAMINGTON,-82.6,42.033333
637,KINGSVILLE,-82.733333,42.016667
638,AMHERSTBURG,-83.1,42.1
639,WINDSOR,-83.033333,42.316667
640,TONAWANDA,-78.883333,43.033333
641,BUFFALO,-78.883333,42.883333
642,DUNKIRK,-79.333333,42.483333
643,ERIE,-80.1,42.15
644,CONNEAUT,-80.55,41.966667
645,ASHTABULA,-80.8,41.9
646,FAIRPORT,-81.3,41.766667
647,CLEVELAND,-81.716667,41.5
648,LORAIN,-82.183333,41.466667
649,VERMILION,-82.366667,41.433333
650,HURON,-82.55,41.4
651,SANDUSKY,-82.716667,41.45
652,BLINYU,105.783333,-1.633333
653,RAS LAFFAN,51.583333,25.916667
654,TANJUNGPANDAN,107.633333,-2.75
655,PALEMBANG,104.766667,-2.983333
656,LUDERITZ BAY,15.15,-26.65
657,PORT CAPIZ,122.716667,11.6
658,JORDAN,122.583333,10.666667
659,ILOILO,122.583333,10.7
660,PUERTO PRINCESA,118.733333,9.733333
661,MAASIN,124.833333,10.133333
662,BAYBAY,124.8,10.683333
663,SORSOGON,124.0,12.966667
664,SANTA CRUZ (MARINDUQUE ISL),122.066667,13.5
665,BATANGAS CITY,121.05,13.75
666,NASUGBU,120.616667,14.083333
667,MANILA,120.966667,14.583333
668,MARIVELES,120.483333,14.433333
669,MASINLOC,119.95,15.55
670,SAN FERNANDO HARBOR,120.316667,16.616667
671,CALAPAN,121.183333,13.416667
672,PORT ROMBLON,122.266667,12.583333
673,MASBATE,123.616667,12.366667
674,LAOANG,125.016667,12.566667
675,PORT BORONGAN,125.433333,11.6
676,GUIUAN,125.716667,11.033333
